id,serie_name,amazon_link,author_id,pen_name,book_status,num_books,goodreads_link,image,currentBooks
197776,The Chronicles of Ludwich,NULL,594429,NULL,done,2,https://www.goodreads.com/series/384868-the-chronicles-of-ludwich,NULL,2
198243,The Endless Frontier,NULL,232834,NULL,done,4,https://www.goodreads.com/series/131810-the-endless-frontier,NULL,4
198563,Helsinki,NULL,586889,NULL,done,3,https://www.goodreads.com/series/219455-helsinki,NULL,3
200387,Sanchez & Heron,NULL,228294,NULL,done,1,https://www.goodreads.com/series/382292-sanchez-heron,NULL,2
201185,The Grand Illusion,NULL,103149,NULL,done,3,https://www.goodreads.com/series/306773-the-grand-illusion,NULL,3
201658,Nurse Matilda,NULL,180007,NULL,done,4,https://www.goodreads.com/series/51133-nurse-matilda,NULL,5
202722,Understanding Physics,NULL,474926,NULL,done,3,https://www.goodreads.com/series/286725-understanding-physics-asimov,NULL,3
202823,Worlds of Fantasy,NULL,194079,NULL,done,4,https://www.goodreads.com/series/250709-worlds-of-fantasy,NULL,4
202937,Urso Brunov,NULL,506642,NULL,done,2,https://www.goodreads.com/series/113988-urso-brunov,NULL,3
204449,River,NULL,655983,NULL,done,2,https://www.goodreads.com/series/104596-river,NULL,2
204679,Heartstopper,NULL,364334,NULL,done,6,https://www.goodreads.com/series/236821-heartstopper,NULL,10
204804,Puppy Tales,NULL,471441,NULL,done,4,https://www.goodreads.com/series/49967-puppy-tales,NULL,8
205001,Mathias Sandorf,NULL,784465,NULL,done,3,https://www.goodreads.com/series/364506-mathias-sandorf-3-vol-set,NULL,4
205423,Under the Dome,NULL,570364,NULL,done,2,https://www.goodreads.com/series/212640-under-the-dome-split-volume,NULL,2
205788,Ramona Quimby,NULL,660423,NULL,done,8,https://www.goodreads.com/series/40341-ramona-quimby,NULL,8
206152,Katherine,NULL,819761,NULL,done,2,https://www.goodreads.com/series/166811-katherine,NULL,2
206274,The Warlord Chronicles,NULL,998035,NULL,done,3,https://www.goodreads.com/series/250571-the-warlord-chronicles,NULL,3
207026,The Children's Crusade,NULL,453883,NULL,done,2,https://www.goodreads.com/series/371792-the-children-s-crusade,NULL,2
207082,The Dark Artifices,NULL,177349,NULL,done,3,https://www.goodreads.com/series/76298-the-dark-artifices,NULL,3
207849,Misty,NULL,816119,NULL,done,4,https://www.goodreads.com/series/49669-misty,NULL,6
208200,Black Dagger Brotherhood,NULL,154573,NULL,done,23,https://www.goodreads.com/series/41963-black-dagger-brotherhood,NULL,27
208751,Il fiore delle perle,NULL,385875,NULL,done,2,https://www.goodreads.com/series/62034-il-fiore-delle-perle,NULL,2
208813,Coleman Family Saga,NULL,572588,NULL,done,2,https://www.goodreads.com/series/52877-coleman-family-saga,NULL,2
208861,Little Brother,NULL,150049,NULL,done,3,https://www.goodreads.com/series/81824-little-brother,NULL,4
209047,The Lyndon Sisters,NULL,417859,NULL,done,2,https://www.goodreads.com/series/41176-the-lyndon-sisters,NULL,2
209381,Veronica Mars,NULL,637143,NULL,done,2,https://www.goodreads.com/series/121142-veronica-mars,NULL,2
209759,The Mysterious Benedict Society,NULL,372656,NULL,done,4,https://www.goodreads.com/series/40996-the-mysterious-benedict-society,NULL,7
209765,مجموعه داستان‌های کوتاه,NULL,269700,NULL,done,3,https://www.goodreads.com/series/211661,NULL,10
209861,England's Medieval Queens,NULL,609422,NULL,done,3,https://www.goodreads.com/series/214059-england-s-medieval-queens,NULL,3
210015,Locomotion,NULL,188449,NULL,done,2,https://www.goodreads.com/series/130631-locomotion,NULL,2
210251,Tales from the Flat Earth,NULL,657156,NULL,done,5,https://www.goodreads.com/series/55465-tales-from-the-flat-earth,NULL,5
210288,Tales from the Odyssey,NULL,495046,NULL,done,6,https://www.goodreads.com/series/40465-tales-from-the-odyssey,NULL,6
